File,DTW Distance
traindata/E1.csv,0.25032628930266043
traindata/E2.csv,0.06205313944313571
traindata/E3.csv,0.06458307111361773
traindata/E4.csv,0.06314590995658
traindata/E5.csv,0.0618274962491473
traindata/E6.csv,0.06500245256025682
traindata/E7.csv,0.06429830755027295
traindata/E8.csv,0.061385330364277846
traindata/E9.csv,0.06521755934164275
traindata/E10.csv,0.062359714297951355
traindata/E11.csv,0.22643629336589982
traindata/E12.csv,0.06597121615725851
traindata/E13.csv,0.06795419171574457
traindata/E14.csv,0.06899971560562651
traindata/E15.csv,0.06968985612647942
traindata/E16.csv,0.06865756767866679
traindata/E17.csv,0.07078268814902589
traindata/E18.csv,0.06748854848359405
traindata/E19.csv,0.07388219717273846
traindata/E20.csv,0.07272324760844988
traindata/E21.csv,0.21920887327196528
traindata/E22.csv,0.06423225155921096
traindata/E23.csv,0.06541642352666575
traindata/E24.csv,0.06760416528433466
traindata/E25.csv,0.066845467358787
traindata/E26.csv,0.06893197447766657
traindata/E27.csv,0.06713495330252095
traindata/E28.csv,0.06983415936494292
traindata/E29.csv,0.07107150971585255
traindata/E30.csv,0.07067061678074296
traindata/E31.csv,0.22675495573757334
traindata/E32.csv,0.06527351818427737
traindata/E33.csv,0.06704551155108975
traindata/E34.csv,0.06686448382986691
traindata/E35.csv,0.06852234105075579
traindata/E36.csv,0.06900039503306554
traindata/E37.csv,0.06903323008136128
traindata/E38.csv,0.06954188222553646
traindata/E39.csv,0.06973389634346164
traindata/E40.csv,0.06878693767228786
traindata/E41.csv,0.2262403322766847
traindata/E42.csv,0.06962081532360168
traindata/E43.csv,0.06592936145095424
traindata/E44.csv,0.06417526259654938
traindata/E45.csv,0.0665904958166165
traindata/E46.csv,0.07258411701126151
traindata/E47.csv,0.06927420817122329
traindata/E48.csv,0.06853096668106047
traindata/E49.csv,0.06939757476646385
traindata/E50.csv,0.07112707288677472
traindata/E51.csv,0.2269724240866405
traindata/E52.csv,0.06429895743798025
traindata/E53.csv,0.06818928137984849
traindata/E54.csv,0.06795703797376636
traindata/E55.csv,0.07255910637177732
traindata/E56.csv,0.06803971198713187
traindata/E57.csv,0.07028628231995306
traindata/E58.csv,0.06726864600949115
traindata/E59.csv,0.06885828056793931
traindata/E60.csv,0.06824709684461053
traindata/E61.csv,0.22763197052214007
traindata/E62.csv,0.0649722486520271
traindata/E63.csv,0.0657822690656502
traindata/E64.csv,0.07026210346598803
traindata/E65.csv,0.06822882900031586
traindata/E66.csv,0.06755015673167013
traindata/E67.csv,0.07266847579379888
traindata/E68.csv,0.0683979833154788
traindata/E69.csv,0.07031040211723068
traindata/E70.csv,0.07335428396611474
traindata/E71.csv,0.22601089189154933
traindata/E72.csv,0.06406910763749658
traindata/E73.csv,0.0663524355799026
traindata/E74.csv,0.06810570224400476
traindata/E75.csv,0.06851110931744044
traindata/E76.csv,0.07062799631391893
traindata/E77.csv,0.0679988141640224
traindata/E78.csv,0.06866317628499685
traindata/E79.csv,0.07058843882828984
traindata/E80.csv,0.06689334584318783
traindata/E81.csv,0.22725064982440682
traindata/E82.csv,0.06523758253377067
traindata/E83.csv,0.06452788621431152
traindata/E84.csv,0.06565680136948372
traindata/E85.csv,0.07150317352436837
traindata/E86.csv,0.07183661744815183
traindata/E87.csv,0.06921633597440381
traindata/E88.csv,0.0687995563202964
traindata/E89.csv,0.07452466226484952
traindata/E90.csv,0.07049237970065826
traindata/E91.csv,0.22587491416134184
traindata/E92.csv,0.06308798034809661
traindata/E93.csv,0.06666856875975558
traindata/E94.csv,0.06778646830204527
traindata/E95.csv,0.06702399063637528
traindata/E96.csv,0.07262091911899418
traindata/E97.csv,0.06885243422947522
traindata/E98.csv,0.0714147639151293
traindata/E99.csv,0.07153500584296517
traindata/E100.csv,0.07261284727846067
