0,4.141865984
1.447075285,4.140128977
7.717734851,4.137327235
34.72980683,4.131518831
73.31848108,4.130770319
173.6490341,4.129711925
328.0037312,4.128706974
636.7131252,4.127351753
1145.50222,4.125017187
1563.1143,4.122756341
1980.72638,4.120732187
2398.33846,4.118779639
2776.187251,4.116997738
3069.567034,4.115484741
3356.568995,4.113938117
3643.570957,4.112320266
3930.572919,4.110650671
4217.57488,4.109295096
4504.576842,4.108140689
4791.578803,4.10694384
5078.580765,4.105745788
5365.582726,4.104650616
5652.584688,4.103550042
5939.586649,4.102436558
6226.588611,4.101367995
6513.590573,4.10045008
6794.852495,4.099347848
7073.818402,4.098030725
7538.761579,4.095989524
8375.659299,4.092447071
9305.545655,4.088588726
10544.56902,4.083793701
11245.0943,4.082010345
12452.38253,4.078810277
13716.01089,4.075111815
14658.92715,4.07140202
15419.34489,4.067390545
16388.47198,4.061584582
16786.3568,4.058630928
17034.50314,4.054868515
17438.00711,4.046448387
18642.49431,4.020795278
19124.94107,3.984665508
19418.6336,3.961031975
19518.93279,3.94836387
19827.88637,3.85307066
19957.75921,3.772540729
20096.02219,3.693688839
20302.94711,3.629448898
20373.49167,3.621114989
20732.16167,3.594193267
20808.24318,3.593399792
21003.88136,3.592341264
21395.15771,3.590390767
21829.90922,3.587835284
22264.66072,3.584896013
22667.07385,3.582000274
22861.6412,3.578589884
23297.40049,3.570437233
23764.28545,3.561689814
24231.1704,3.552945217
24698.05536,3.544186649
25164.94031,3.534763023
25725.20226,3.522866052
26265.81023,3.511092156
26393.09231,3.505803373
27242.46737,3.469827288
28653.44088,3.410110402
29864.64614,3.359043753
30136.82111,3.343869235
31311.84251,3.275919644
32273.46704,3.219584812
32417.77982,3.209948787
33123.99741,3.15514159
33956.16591,3.088466102
34234.19207,3.059078958
34755.20549,3.003646947
35372.19506,2.937327992
35567.75004,2.913557727
36043.90446,2.858891194
36507.97804,2.806240699
36697.84403,2.779642705
37264.06193,2.69907985
37498.26591,2.665729274
37826.79678,2.628402859
38312.05846,2.568335476
38360.81833,2.559837613
38435.80151,2.520986061
38570.21387,2.445794597
38625.73102,2.41135908
38626.73696,2.410098258
38627.21762,2.402776871
38637.04435,2.246468728
38646.35617,2.098054478
38648.73557,2.095245065
38660.55054,2.075649884
38671.00089,2.034219202
38672.99828,2.015099139
