File,RMSE
traindata0/E1.csv,279879.90966995293
traindata0/E2.csv,0.1322526522802617
traindata0/E3.csv,0.1461885956288384
traindata0/E4.csv,0.15162371271322844
traindata0/E5.csv,0.15411571134387908
traindata0/E6.csv,0.15616470387309594
traindata0/E7.csv,0.1568727937754588
traindata0/E8.csv,0.15772985862420316
traindata0/E9.csv,0.15829419663557281
traindata0/E10.csv,0.15869751086294173
traindata0/E11.csv,27729317.68476711
traindata0/E12.csv,0.15461268422335586
traindata0/E13.csv,0.17006042890370535
traindata0/E14.csv,0.17562830905673918
traindata0/E15.csv,0.17840095540116516
traindata0/E16.csv,0.18032623768417413
traindata0/E17.csv,0.18108575153496423
traindata0/E18.csv,0.18215369554430558
traindata0/E19.csv,0.18259037792317226
traindata0/E20.csv,0.18337556444789524
traindata0/E21.csv,35632943.971596405
traindata0/E22.csv,0.15486583262761738
traindata0/E23.csv,0.17015506852920081
traindata0/E24.csv,0.17565260013140366
traindata0/E25.csv,0.17851837743824717
traindata0/E26.csv,0.1804480414500598
traindata0/E27.csv,0.18124079321894215
traindata0/E28.csv,0.18207176200027175
traindata0/E29.csv,0.18309085348396978
traindata0/E30.csv,0.18330810905139494
traindata0/E31.csv,94942342.60624243
traindata0/E32.csv,0.15483751572774027
traindata0/E33.csv,0.1703698536568416
traindata0/E34.csv,0.17562003351367464
traindata0/E35.csv,0.17846149189676266
traindata0/E36.csv,0.18030987422383252
traindata0/E37.csv,0.18154929314851234
traindata0/E38.csv,0.1825100745530745
traindata0/E39.csv,0.18276962089364457
traindata0/E40.csv,0.18361933371391317
traindata0/E41.csv,122774270.9775136
traindata0/E42.csv,0.15492373483440167
traindata0/E43.csv,0.17032965995720364
traindata0/E44.csv,0.17585288279573127
traindata0/E45.csv,0.178536043407237
traindata0/E46.csv,0.1801677448064471
traindata0/E47.csv,0.18172870585256787
traindata0/E48.csv,0.1824968284706289
traindata0/E49.csv,0.1830612927285471
traindata0/E50.csv,0.18360173704434696
traindata0/E51.csv,143586757.5777541
traindata0/E52.csv,0.15490960056801004
traindata0/E53.csv,0.17040192753621541
traindata0/E54.csv,0.1757157813493598
traindata0/E55.csv,0.17845412930984342
traindata0/E56.csv,0.1805575207551836
traindata0/E57.csv,0.18134796909339015
traindata0/E58.csv,0.1822849042148251
traindata0/E59.csv,0.18307001706217377
traindata0/E60.csv,0.18359672378887826
traindata0/E61.csv,180480002.9764349
traindata0/E62.csv,0.15493033077762272
traindata0/E63.csv,0.1703196833252981
traindata0/E64.csv,0.17605358792551848
traindata0/E65.csv,0.17847355947473578
traindata0/E66.csv,0.180589213825114
traindata0/E67.csv,0.1817500170646944
traindata0/E68.csv,0.18223323196449076
traindata0/E69.csv,0.18281888534209745
traindata0/E70.csv,0.18368000523183625
traindata0/E71.csv,193854218.4615836
traindata0/E72.csv,0.15493138108026588
traindata0/E73.csv,0.1704401627689984
traindata0/E74.csv,0.175774359227806
traindata0/E75.csv,0.17872548942901714
traindata0/E76.csv,0.1802508921219191
traindata0/E77.csv,0.18143602005301906
traindata0/E78.csv,0.18259183595682876
traindata0/E79.csv,0.18319965507172772
traindata0/E80.csv,0.1836961546940458
traindata0/E81.csv,216381325.90355575
traindata0/E82.csv,0.15496301047139274
traindata0/E83.csv,0.17049199417249947
traindata0/E84.csv,0.1757782033749405
traindata0/E85.csv,0.17868530643512529
traindata0/E86.csv,0.1806520634717033
traindata0/E87.csv,0.18138858674243133
traindata0/E88.csv,0.1823452061208253
traindata0/E89.csv,0.18322735209930494
traindata0/E90.csv,0.18368049767849287
traindata0/E91.csv,233493877.29286262
traindata0/E92.csv,0.15493070501965675
traindata0/E93.csv,0.17041396766202974
traindata0/E94.csv,0.17583442427715112
traindata0/E95.csv,0.1785338770345499
traindata0/E96.csv,0.18038857436450398
traindata0/E97.csv,0.18174686698056403
traindata0/E98.csv,0.18234161213544584
traindata0/E99.csv,0.18319675955050682
traindata0/E100.csv,0.18337035263068993
