162.338,3.89519
324.675,3.83529
568.182,3.76684
811.688,3.71551
974.026,3.66417
1217.53,3.61283
1461.04,3.57005
1623.38,3.52727
1866.88,3.49305
2110.39,3.46738
2353.9,3.44171
2516.23,3.41604
2759.74,3.39037
3003.25,3.37326
3165.58,3.34759
3409.09,3.31337
3571.43,3.27059
