0,4.2708
30,4.2134
60,4.197
90,4.1682
120,4.1248
150,4.1136
180,4.1043
210,4.0987
240,4.0941
270,4.0913
300,4.0888
330,4.0873
360,4.0857
390,4.0845
420,4.0829
450,4.0817
480,4.0804
510,4.0795
540,4.0783
570,4.0773
600,4.0761
630,4.0749
660,4.0736
690,4.0724
720,4.0714
750,4.0702
780,4.069
810,4.0677
840,4.0665
870,4.0649
900,4.0634
930,4.0621
960,4.0609
990,4.0593
1020,4.0578
1050,4.0562
1080,4.055
1110,4.0535
1140,4.0519
1170,4.05
1200,4.0485
1230,4.0469
1260,4.0454
1290,4.0438
1320,4.0417
1350,4.0398
1380,4.0383
1410,4.0364
1440,4.0342
1470,4.0324
1500,4.0305
1530,4.0287
1560,4.0262
1590,4.024
1620,4.0218
1650,4.019
1680,4.0169
1710,4.0144
1740,4.0113
1770,4.0082
1800,4.0054
1830,4.0017
1860,3.9983
1890,3.9942
1920,3.9905
1950,3.9862
1980,3.9818
2010,3.9769
2040,3.9719
2070,3.967
2100,3.9614
2130,3.9552
2160,3.9487
2190,3.9415
2220,3.9332
2250,3.9239
2280,3.9133
2310,3.9003
2340,3.8848
2370,3.8653
2400,3.8386
2430,3.7992
2460,3.7354
2490,3.661
2520,3.6166
2550,3.5974
2580,3.5884
2610,3.5838
2640,3.5804
2670,3.5782
2700,3.5763
2730,3.5748
2760,3.5732
2790,3.572
2820,3.5708
2850,3.5692
2880,3.568
2910,3.5661
2940,3.5649
2970,3.5633
3000,3.5621
3030,3.5605
3060,3.5593
3090,3.5574
3120,3.5562
3150,3.5546
3180,3.5534
3210,3.5522
3240,3.5509
3270,3.5494
3300,3.5481
3330,3.5472
3360,3.546
3390,3.5453
3420,3.5444
3450,3.5435
3480,3.5422
3510,3.5416
3540,3.541
3570,3.5404
3600,3.5398
3630,3.5388
3660,3.5382
3690,3.5373
3720,3.537
3750,3.536
3780,3.5348
3810,3.5342
3840,3.5332
3870,3.5323
3900,3.5314
3930,3.5301
3960,3.5289
3990,3.5277
4020,3.5258
4050,3.5243
4080,3.5227
4110,3.5208
4140,3.5187
4170,3.5165
4200,3.514
4230,3.5109
4260,3.5081
4290,3.5053
4320,3.5019
4350,3.4995
4380,3.4964
4410,3.4933
4440,3.4905
4470,3.4874
4500,3.4846
4530,3.4818
4560,3.4784
4590,3.4753
4620,3.4719
4650,3.4688
4680,3.4654
4710,3.4619
4740,3.4582
4770,3.4545
4800,3.4511
4830,3.4471
4860,3.4433
4890,3.4393
4920,3.4356
4950,3.4309
4980,3.4266
5010,3.4216
5040,3.4167
5070,3.4114
5100,3.4055
5130,3.3993
5160,3.3928
5190,3.3851
5220,3.3767
5250,3.3674
5280,3.3559
5310,3.3429
5340,3.3268
5370,3.3063
5400,3.2821
5430,3.2558
5460,3.2338
5490,3.2133
5520,3.2031
5550,3.1832
5580,3.1597
5610,3.1432
5640,3.1253
5670,3.1042
5700,3.0766
5730,3.0267
5760,2.9055
5790,2.7796
5820,2.6717
5850,2.5734
5880,2.4813
5910,2.3945
5940,2.3018
5970,2.2051
6000,2.1192
6030,2.0483
6060,1.9999
