% Model,NMC1.mph
% Version,COMSOL 6.1.0.252
% Date,"Jul 17 2024, 13:50"
% Dimension,1
% Nodes,713
% Expressions,1
% Description,全局
% 时间 (s),边界电位
3590,3.5649319230480288
3600,3.5637979220794738
3610,3.5626717275880866
3620,3.561718062966403
3630,3.56076439834472
3640,3.5598107337230367
3650,3.558857069101354
3660,3.557903404479671
3670,3.556949739857988
3680,3.5559960752363056
3690,3.555042410614622
3700,3.554088745992939
3710,3.5531350813712557
3720,3.5522589712268866
3730,3.5514198007228543
3740,3.550580630218822
3750,3.5497414597147903
3760,3.548902289210758
3770,3.5480631187067266
3780,3.5472239482026944
3790,3.5463847776986626
3800,3.5455456071946303
3810,3.544706436690598
3820,3.543909280631915
3830,3.5432050119852394
3840,3.5425007433385636
3850,3.5417964746918873
3860,3.541092206045212
3870,3.5403879373985356
3880,3.5396836687518594
3890,3.538979400105184
3900,3.5382751314585077
3910,3.537570862811832
3920,3.5368665941651565
3930,3.536284971900554
3940,3.5357104160549415
3950,3.5351358602093295
3960,3.534561304363718
3970,3.533986748518106
3980,3.5334121926724933
3990,3.5328376368268817
4000,3.5322630809812696
4010,3.5316885251356576
4020,3.531113969290046
4030,3.5305287371825296
4040,3.529935761305273
4050,3.5293427854280166
4060,3.52874980955076
4070,3.5281568336735036
4080,3.527563857796247
4090,3.5269708819189907
4100,3.5263779060417346
4110,3.525784930164478
4120,3.5251919542872217
4130,3.524568220326559
4140,3.5238312989523606
4150,3.5230943775781625
4160,3.522357456203964
4170,3.5216205348297653
4180,3.520883613455567
4190,3.5201466920813687
4200,3.5194097707071696
4210,3.518672849332972
4220,3.517935927958773
4230,3.5171990065845744
4240,3.5164053370526793
4250,3.515601476477783
4260,3.514797615902887
4270,3.5139937553279905
4280,3.5131898947530944
4290,3.5123860341781974
4300,3.5115821736033013
4310,3.5107783130284043
4320,3.509974452453508
4330,3.5091705918786116
4340,3.508365353766615
4350,3.507558634250922
4360,3.5067519147352284
4370,3.5059451952195353
4380,3.505138475703842
4390,3.504331756188149
4400,3.503525036672456
4410,3.5027183171567624
4420,3.5019115976410693
4430,3.501104878125376
4440,3.500300367755075
4450,3.4995127069187375
4460,3.4987250460823995
4470,3.497937385246062
4480,3.497149724409724
4490,3.496362063573386
4500,3.4955744027370486
4510,3.4947867419007106
4520,3.493999081064373
4530,3.493211420228035
4540,3.4924237593916976
4550,3.4916421760154837
4560,3.4908638942820773
4570,3.4900870705267737
4580,3.4893117047495714
4590,3.4885377969504727
4600,3.4877653471294754
4610,3.4869943552865807
4620,3.486224821421788
4630,3.485456745535097
4640,3.484690127626509
4650,3.4839286002339405
4660,3.48317557404694
4670,3.4824257654742334
4680,3.4816791745158198
4690,3.4809358011716984
4700,3.4801956454418708
4710,3.479458707326336
4720,3.478724986825093
4730,3.4779944839381445
4740,3.477267198665487
4750,3.476542311906306
4760,3.4757718991792266
4770,3.474996010548717
4780,3.474214646014778
4790,3.4734278055774084
4800,3.472635489236609
4810,3.4718376969923788
4820,3.4710344288447197
4830,3.4702256847936295
4840,3.4694114648391094
4850,3.46859176898116
4860,3.4677306963757313
4870,3.4668367509998426
4880,3.465927338267853
4890,3.4650024581797636
4900,3.464062110735574
4910,3.463106295935284
4920,3.462135013778893
4930,3.4611482642664018
4940,3.460146047397811
4950,3.4591283631731193
4960,3.4581016505944704
4970,3.4570782376041445
4980,3.4560435798798634
4990,3.454997677421628
5000,3.453940530229437
5010,3.45287213830329
5020,3.451792501643189
5030,3.4507016202491316
5040,3.4495994941211197
5050,3.448486123259153
5060,3.4473615076632305
5070,3.4462557666076035
5080,3.4451469544990267
5090,3.444032696682909
5100,3.442912993159251
5110,3.441787843928051
5120,3.4406572489893104
5130,3.4395212083430287
5140,3.4383797219892056
5150,3.437232789927841
5160,3.436080412158937
5170,3.434892374435848
5180,3.433666855246191
5190,3.4324259102604007
5200,3.4311695394784785
5210,3.4298977429004234
5220,3.4286105205262363
5230,3.427307872355917
5240,3.4259897983894647
5250,3.4246562986268807
5260,3.423307373068164
5270,3.4219386405991505
5280,3.420533009289723
5290,3.4191075488517306
5300,3.4176622592851738
5310,3.4161971405900515
5320,3.4147121927663644
5330,3.4132074158141115
5340,3.411682809733295
5350,3.410138374523914
5360,3.4085741101859672
5370,3.406990016719456
5380,3.4054259000421925
5390,3.4038584204453035
5400,3.4022797615495652
5410,3.400689923354978
5420,3.399088905861542
5430,3.3974767090692564
5440,3.395853332978122
5450,3.3942187775881387
5460,3.392573042899306
5470,3.390916128911624
5480,3.3892626703565787
5490,3.387619755922289
5500,3.3859715840455493
5510,3.3843181547263583
5520,3.382659467964717
5530,3.3809955237606255
5540,3.379326322114083
5550,3.3776518630250907
5560,3.375972146493647
5570,3.3742871725197525
5580,3.372598335666392
5590,3.3709198128872835
5600,3.369238971160041
5610,3.367555810484664
5620,3.3658703308611524
5630,3.364182532289507
5640,3.362492414769726
5650,3.3607999783018117
5660,3.3591052228857627
5670,3.3574081485215785
5680,3.3557087552092604
5690,3.3539964305109846
5700,3.3522754814489937
5710,3.3505495732462984
5720,3.3488187059028975
5730,3.347082879418793
5740,3.3453420937939824
5750,3.3435963490284677
5760,3.3418456451222482
5770,3.3400899820753236
5780,3.338329359887694
5790,3.336592118153725
5800,3.3349105384323887
5810,3.333238723567402
5820,3.331576673558766
5830,3.3299243884064804
5840,3.3282818681105444
5850,3.3266491126709585
5860,3.3250261220877233
5870,3.3234128963608387
5880,3.3218094354903034
5890,3.3202157394761183
5900,3.3186393651946537
5910,3.3170741442459257
5920,3.3155200280872887
5930,3.3139770167187415
5940,3.3124451101402843
5950,3.310924308351917
5960,3.3094146113536405
5970,3.307916019145454
5980,3.306428531727358
5990,3.304952149099353
6000,3.3034901135965304
6010,3.3020418763376247
6020,3.3006175150927857
6030,3.2992532877566614
6040,3.297931662498326
6050,3.2966526393177813
6060,3.2954162182150264
6070,3.294259060133324
6080,3.2931839402073577
6090,3.2921734003543173
6100,3.291227440574203
6110,3.290346060867015
6120,3.28935112296311
6130,3.2883499706302772
6140,3.287347851001173
6150,3.2863447640757992
6160,3.285277774538002
6170,3.284008678799869
6180,3.2826543301848727
6190,3.281214728693013
6200,3.2796898743242897
6210,3.2779908882873237
6220,3.2761126748675435
6230,3.2740964891530506
6240,3.271942331143847
6250,3.269650200839931
6260,3.266516741589639
6270,3.2627868218871208
6280,3.258407519587989
6290,3.265690439927743
6300,3.2644223138557242
6310,3.262373209768723
6320,3.2581134104476774
6330,3.259452906492488
6340,3.2585801456165715
6350,3.256111334374844
6360,3.2531639974397697
6370,3.250111168004244
6380,3.248607351494733
6390,3.2476425849628603
6400,3.24641615013549
6410,3.244677336881013
6420,3.2428657816101327
6430,3.2400357994605553
6440,3.237703813288783
6450,3.2381241684353665
6460,3.236842460381132
6470,3.2350651483968083
6480,3.232777378374209
6490,3.229982924600931
6500,3.2269839366379682
6510,3.224016509002835
6520,3.2210067325427256
6530,3.2179550093834925
6540,3.2148584482358356
6550,3.2117618870881777
6560,3.208587485369159
6570,3.2053021133503563
6580,3.202016741331554
6590,3.1988583095946233
6600,3.1959449862455322
6610,3.1930316628964417
6620,3.190122585147736
6630,3.1872249793793066
6640,3.184327373610878
6650,3.1812215756525797
6660,3.1779798238369077
6670,3.175341117460598
6680,3.1723226391775934
6690,3.169315586601444
6700,3.1663284201188753
6710,3.163198135590318
6720,3.159964410834621
6730,3.1566873729428115
6740,3.153105700651161
6750,3.1487040708107705
6760,3.143969449274103
6770,3.139299684081735
6780,3.134567529863887
6790,3.1300064365045386
6800,3.1254294171210777
6810,3.1208298791015627
6820,3.1162275566169466
6830,3.111504050235589
6840,3.1065203708359923
6850,3.1009341363375484
6860,3.0951256213862037
6870,3.089194915777501
6880,3.083266442240182
6890,3.0773386659070123
6900,3.0714110902665444
6910,3.0654835146260773
6920,3.0591175970629063
6930,3.052074521401439
6940,3.0439022142568395
6950,3.0321338838081893
6960,3.01863461205416
6970,3.005285379403751
6980,2.992391831182429
6990,2.979911355188973
7000,2.9671618037745193
7010,2.954338865066458
7020,2.939841307850279
7030,2.92517728079685
7040,2.9098070859235063
7050,2.8874848285514516
7060,2.8588071307284038
7070,2.8301240084739496
7080,2.8007113385790308
7090,2.7700241812764723
7100,2.735925051397984
7110,2.6923200325339045
7120,2.614717483827267
